ID_Venda;Data;Cliente;Produto;Categoria;Valor_Unitario;Quantidade;Total_Venda;Desconto_Pct;Status;Cidade;Vendedor
2618;09-08-2024;Cliente_7443;Notebook Dell;Periféricos;3122,66;8;5485,53;29,4;Pendente;Porto Alegre;Maria
2619;inválida;Cliente_3709;Teclado Mecânico;Eletrônicos;5356,77;9;656,99;11,6;Concluída;Porto Alegre;Maria
2620;31-03-2024;Cliente_5345;Mouse Logitech;Acessórios;6472,01;14;4758,94;27,5;;Porto Alegre;Pedro
2621;23/10/2024;Cliente_4642;Monitor LG;Eletrônicos;8613,98;14;14831,66;10,1;Concluída;Rio de Janeiro;João
2622;06/03/2024;Cliente_5885;Teclado Mecânico;Acessórios;6337,15;11;4939,25;28,6;Pendente;Rio de Janeiro;João
2623;17-07-2024;Cliente_4804;Notebook Dell;Periféricos;8691,09;dez;11292,87;8,7;;Belo Horizonte;João
2624;03-11-2024;Cliente_6870;Mouse Logitech;Periféricos;1949,88;13;1443,0;26,4;Concluída;Belo Horizonte;Ana
2625;13-06-2024;Cliente_5114;Notebook Dell;Eletrônicos;8070,31;3;6855,01;5,8;Cancelada;Belo Horizonte;João
2626;inválida;Cliente_9657;Teclado Mecânico;Acessórios;665,31;7;4818,99;21,6;Concluída;Porto Alegre;Ana
2627;07-11-2024;Cliente_7646;Mouse Logitech;Acessórios;;6;7692,64;11,0;Concluída;Curitiba;Pedro
2628;2024-05-07;Cliente_6406;iPhone 15;Periféricos;7724,49;5;4430,42;9,6;Pendente;Rio de Janeiro;Pedro
2629;2024-07-22;Cliente_3896;iPhone 15;Periféricos;3533,92;15;9098,49;19,8;Concluída;Rio de Janeiro;Pedro
2630;2024-05-30;Cliente_2836;Mouse Logitech;Acessórios;5284,28;10;11452,03;15,6;Concluída;Rio de Janeiro;Maria
2631;09/03/2024;Cliente_4058;Monitor LG;Periféricos;5708,38;6;8883,06;15,6;Concluída;Curitiba;João
2632;30-07-2024;Cliente_2673;Notebook Dell;Acessórios;389,66;15;6790,95;4,9;Concluída;São Paulo;Carlos
2633;inválida;Cliente_6827;Notebook Dell;Periféricos;3127,71;3;13547,37;11,0;;Belo Horizonte;Ana
2634;2024-09-19;Cliente_7371;Mouse Logitech;Acessórios;429,14;8;3372,61;9,4;Concluída;Rio de Janeiro;Ana
2635;25-12-2024;Cliente_1527;iPhone 15;Periféricos;6892,79;13;10957,05;28,4;Pendente;Curitiba;Ana
2636;09-06-2024;Cliente_4852;iPhone 15;Eletrônicos;1332,53;10;7713,79;9,0;;Rio de Janeiro;Maria
2637;10-10-2024;Cliente_9264;Teclado Mecânico;Eletrônicos;2906,26;8;2598,37;20,6;Concluída;Belo Horizonte;João
2638;21/04/2024;Cliente_8403;Mouse Logitech;Eletrônicos;5807,93;2;7682,82;17,7;;Belo Horizonte;Maria
2639;17-04-2024;Cliente_2040;Teclado Mecânico;Eletrônicos;6590,13;11;12506,07;3,9;Cancelada;Curitiba;João
2640;inválida;Cliente_1083;Teclado Mecânico;Acessórios;;11;13000,23;8,3;;Porto Alegre;João
2641;2024-12-17;Cliente_9537;Mouse Logitech;Periféricos;2178,43;12;7604,21;23,3;Concluída;Curitiba;Ana
2642;10/12/2024;Cliente_9944;Teclado Mecânico;Eletrônicos;2414,79;dez;6929,72;22,8;Cancelada;Curitiba;Carlos
2643;29-12-2024;Cliente_1737;Mouse Logitech;Eletrônicos;7012,38;4;5798,13;12,6;Concluída;São Paulo;Maria
2644;01-04-2024;Cliente_4433;Mouse Logitech;Periféricos;3050,8;3;11596,09;7,9;Cancelada;Belo Horizonte;Maria
2645;04-10-2024;Cliente_6408;Mouse Logitech;Acessórios;7192,87;1;10005,48;20,0;Cancelada;São Paulo;Carlos
2646;2024-11-22;Cliente_6084;Mouse Logitech;Acessórios;821,02;11;411,33;7,4;Cancelada;Curitiba;Carlos
2647;inválida;Cliente_7874;Monitor LG;Acessórios;6704,95;4;14959,62;3,8;;Belo Horizonte;João
2648;29-06-2024;Cliente_5763;iPhone 15;Eletrônicos;6864,97;2;7503,28;14,4;;Curitiba;João
2649;02-09-2024;Cliente_7254;Notebook Dell;Periféricos;2302,23;4;11029,96;16,0;Concluída;Belo Horizonte;Maria
2650;19-10-2024;Cliente_7998;Notebook Dell;Eletrônicos;2304,12;15;8560,91;6,3;;Curitiba;Maria
2651;2024-12-29;Cliente_1011;iPhone 15;Acessórios;8925,52;4;195,37;4,1;Pendente;Rio de Janeiro;Ana
2652;11-12-2024;Cliente_5909;iPhone 15;Acessórios;5438,6;2;6557,86;0,5;;Belo Horizonte;Carlos
2653;2024-09-30;Cliente_1960;Teclado Mecânico;Acessórios;;1;7314,45;8,6;;Curitiba;Maria
2654;inválida;Cliente_4472;Monitor LG;Eletrônicos;5684,9;4;4042,88;29,5;;Rio de Janeiro;Carlos
2655;24/09/2024;Cliente_8814;Notebook Dell;Acessórios;6689,61;4;11855,18;2,8;Cancelada;Curitiba;João
2656;2024-01-13;Cliente_7592;iPhone 15;Periféricos;6341,08;8;14057,89;9,7;Concluída;São Paulo;Maria
2657;15/03/2024;Cliente_5252;Notebook Dell;Acessórios;7883,9;4;14815,45;15,6;;São Paulo;Pedro
2658;09/12/2024;Cliente_8230;Monitor LG;Acessórios;4209,91;12;12503,41;4,5;Pendente;Porto Alegre;Carlos
2659;2024-04-12;Cliente_5525;iPhone 15;Periféricos;3402,5;12;11604,76;5,8;;Rio de Janeiro;Pedro
2660;2024-03-23;Cliente_8529;Monitor LG;Acessórios;3872,01;4;6266,06;19,9;Concluída;São Paulo;João
2661;inválida;Cliente_8050;Notebook Dell;Periféricos;3754,65;dez;1465,54;0,8;Concluída;Porto Alegre;Ana
2662;15/03/2024;Cliente_3007;Notebook Dell;Eletrônicos;5153,9;7;1146,57;2,9;Cancelada;Curitiba;Maria
2663;2024-12-19;Cliente_2342;Monitor LG;Acessórios;799,64;2;14339,75;24,2;Concluída;Rio de Janeiro;Pedro
2664;14-04-2024;Cliente_7980;iPhone 15;Periféricos;2688,12;10;11555,08;16,0;;Rio de Janeiro;João
2665;2024-01-17;Cliente_2328;Notebook Dell;Eletrônicos;4982,47;2;3303,2;0,2;Concluída;Curitiba;Maria
2666;19/08/2024;Cliente_4051;Teclado Mecânico;Periféricos;;13;9210,7;22,8;;São Paulo;Maria
2667;11-11-2024;Cliente_3906;Teclado Mecânico;Periféricos;2418,6;4;4171,98;6,9;;Rio de Janeiro;Pedro
2668;inválida;Cliente_2897;Monitor LG;Acessórios;799,34;14;5956,59;29,1;Concluída;São Paulo;Carlos
2669;27-11-2024;Cliente_6538;Notebook Dell;Periféricos;3660,27;5;5683,96;3,1;Pendente;Porto Alegre;Pedro
2670;18/07/2024;Cliente_1725;iPhone 15;Acessórios;4352,69;11;10072,24;16,0;Cancelada;Porto Alegre;Carlos
2671;18-09-2024;Cliente_4895;iPhone 15;Eletrônicos;2011,09;4;5421,33;4,1;Concluída;Rio de Janeiro;Ana
2672;27-05-2024;Cliente_7636;Monitor LG;Acessórios;4474,61;2;14308,63;13,1;Concluída;Curitiba;Pedro
2673;06/12/2024;Cliente_6128;iPhone 15;Periféricos;1097,03;7;12658,49;7,0;Cancelada;Porto Alegre;Pedro
2674;2024-07-14;Cliente_6753;Mouse Logitech;Periféricos;2560,95;15;14192,81;8,9;Cancelada;Porto Alegre;Maria
2675;inválida;Cliente_7697;Monitor LG;Acessórios;8683,61;10;13317,12;20,1;;Curitiba;Carlos
2676;09-06-2024;Cliente_9236;Mouse Logitech;Eletrônicos;4469,88;2;7209,51;28,4;Cancelada;Rio de Janeiro;João
2677;28/01/2024;Cliente_2149;Monitor LG;Acessórios;848,93;12;4958,93;23,6;;Curitiba;Maria
2678;08/05/2024;Cliente_1727;Teclado Mecânico;Acessórios;2940,27;8;10156,29;23,6;Cancelada;Porto Alegre;João
2679;2024-11-13;Cliente_1694;Teclado Mecânico;Acessórios;;13;13279,25;16,9;Concluída;Belo Horizonte;Ana
2680;25-04-2024;Cliente_5959;Notebook Dell;Acessórios;6574,32;dez;7843,42;24,3;Concluída;Porto Alegre;Pedro
2681;26-12-2024;Cliente_3009;iPhone 15;Acessórios;3826,06;4;7532,29;25,0;Cancelada;São Paulo;Ana
2682;inválida;Cliente_6142;Mouse Logitech;Acessórios;8538,54;10;7298,9;6,6;Pendente;Belo Horizonte;Carlos
2683;28-10-2024;Cliente_9538;Teclado Mecânico;Periféricos;3723,15;15;12852,08;2,2;Pendente;Belo Horizonte;Maria
2684;04/11/2024;Cliente_4630;Notebook Dell;Acessórios;7543,97;9;2916,81;19,7;;Curitiba;Maria
2685;2024-04-09;Cliente_4520;Notebook Dell;Periféricos;6289,41;9;12330,03;12,7;Pendente;Porto Alegre;Ana
2686;17/08/2024;Cliente_4550;Mouse Logitech;Eletrônicos;5828,18;4;4021,47;2,2;Pendente;Curitiba;João
2687;15/12/2024;Cliente_7108;Monitor LG;Periféricos;1824,8;3;5410,62;15,3;Concluída;Porto Alegre;Carlos
2688;05/04/2024;Cliente_3146;Mouse Logitech;Eletrônicos;1701,24;6;4605,03;21,3;;Rio de Janeiro;João
2689;inválida;Cliente_9909;iPhone 15;Eletrônicos;7250,42;6;7429,97;27,6;Concluída;Curitiba;Carlos
2690;12/07/2024;Cliente_7815;Mouse Logitech;Acessórios;7790,95;1;12137,56;13,4;Cancelada;Belo Horizonte;João
2691;2024-08-07;Cliente_7571;Teclado Mecânico;Periféricos;5046,75;2;3654,68;23,6;;Curitiba;Carlos
2692;2024-10-11;Cliente_1020;Notebook Dell;Eletrônicos;;2;10320,31;22,1;Concluída;Curitiba;João
2693;07/03/2024;Cliente_2645;Monitor LG;Periféricos;8506,85;9;9076,8;22,6;Concluída;Belo Horizonte;Carlos
2694;2024-10-26;Cliente_4660;Monitor LG;Acessórios;3813,78;13;14683,5;28,5;Concluída;Rio de Janeiro;Maria
2695;2024-01-03;Cliente_9447;iPhone 15;Acessórios;3466,84;11;4883,98;25,5;Pendente;Rio de Janeiro;Pedro
2696;inválida;Cliente_6141;Mouse Logitech;Eletrônicos;4708,13;14;10062,11;7,4;Cancelada;São Paulo;João
2697;20/03/2024;Cliente_6171;Teclado Mecânico;Acessórios;2964,95;6;2835,08;18,9;;Belo Horizonte;Ana
2698;2024-03-19;Cliente_1005;Mouse Logitech;Periféricos;6702,22;3;6086,06;15,1;;Curitiba;Maria
2699;01/11/2024;Cliente_1424;Teclado Mecânico;Eletrônicos;798,54;dez;5329,73;25,5;Cancelada;São Paulo;Maria
2700;16-11-2024;Cliente_3741;Teclado Mecânico;Acessórios;6568,93;8;3532,26;15,9;Cancelada;Curitiba;João
2701;2024-12-04;Cliente_6549;Notebook Dell;Eletrônicos;7652,65;13;3860,87;6,9;;São Paulo;Carlos
2702;08-09-2024;Cliente_8895;iPhone 15;Acessórios;2609,72;8;13712,4;17,7;Pendente;Porto Alegre;Pedro
2703;inválida;Cliente_4162;Mouse Logitech;Acessórios;8027,09;7;7440,14;15,1;;Belo Horizonte;Ana
2704;07-02-2024;Cliente_9497;Teclado Mecânico;Acessórios;6443,92;11;10229,75;16,7;Concluída;Belo Horizonte;Maria
2705;11-06-2024;Cliente_1189;Teclado Mecânico;Periféricos;;4;14088,06;13,1;Cancelada;Rio de Janeiro;Pedro
2706;22/04/2024;Cliente_2735;Teclado Mecânico;Acessórios;1304,25;9;9712,15;27,2;Cancelada;Rio de Janeiro;Ana
2707;23/09/2024;Cliente_1510;Teclado Mecânico;Eletrônicos;1912,08;3;8508,51;16,8;Pendente;São Paulo;Carlos
2708;15/09/2024;Cliente_2123;iPhone 15;Periféricos;5382,33;6;11456,79;21,5;Concluída;Rio de Janeiro;Ana
2709;31-07-2024;Cliente_4020;Notebook Dell;Eletrônicos;1801,05;4;1322,89;12,2;Cancelada;Porto Alegre;Carlos
2710;inválida;Cliente_5821;iPhone 15;Periféricos;5268,89;14;12254,44;19,6;Concluída;Curitiba;João
2711;2024-02-17;Cliente_6796;Monitor LG;Acessórios;8822,03;13;1019,71;24,5;Concluída;São Paulo;Maria
2712;23/04/2024;Cliente_8629;Monitor LG;Eletrônicos;8145,98;1;1713,3;22,2;Concluída;Porto Alegre;Carlos
2713;2024-12-05;Cliente_2551;Monitor LG;Eletrônicos;3185,04;8;3208,6;20,8;Pendente;Porto Alegre;João
2714;2024-06-18;Cliente_9879;Teclado Mecânico;Periféricos;4727,27;13;1338,92;23,3;Concluída;Rio de Janeiro;João
2715;30/05/2024;Cliente_2517;Notebook Dell;Eletrônicos;1350,53;8;9145,81;19,8;Cancelada;Rio de Janeiro;João
2716;12-11-2024;Cliente_7140;Monitor LG;Periféricos;5092,21;11;11943,75;14,5;Pendente;Curitiba;Carlos
2717;inválida;Cliente_1897;iPhone 15;Eletrônicos;7738,51;12;461,65;27,8;Concluída;Porto Alegre;Carlos
2718;28/11/2024;Cliente_7304;Notebook Dell;Eletrônicos;;dez;6368,75;17,5;Cancelada;Rio de Janeiro;Carlos
2719;28-02-2024;Cliente_2484;Monitor LG;Acessórios;5227,01;7;4706,79;8,4;Cancelada;Rio de Janeiro;Carlos
2720;2024-06-26;Cliente_5836;iPhone 15;Periféricos;2491,35;1;10541,47;16,9;;Curitiba;Pedro
2721;03-05-2024;Cliente_2899;Mouse Logitech;Acessórios;2073,37;2;13415,15;10,3;Pendente;Porto Alegre;Pedro
2722;10-11-2024;Cliente_4107;iPhone 15;Periféricos;8220,05;4;1186,8;3,1;Concluída;São Paulo;Ana
2723;04/05/2024;Cliente_7572;Monitor LG;Acessórios;817,22;3;6712,03;1,1;Concluída;Rio de Janeiro;Carlos
2724;inválida;Cliente_7122;Mouse Logitech;Acessórios;3803,73;15;1038,21;27,6;Pendente;Curitiba;Pedro
2725;14/07/2024;Cliente_1592;Mouse Logitech;Periféricos;5283,17;7;13435,53;0,5;Pendente;Curitiba;Pedro
2726;2024-07-16;Cliente_6836;Mouse Logitech;Periféricos;2919,01;12;2032,75;11,7;Cancelada;Curitiba;Carlos
2727;03-10-2024;Cliente_6505;Monitor LG;Eletrônicos;5870,47;9;2750,03;26,7;;São Paulo;João
2728;24/05/2024;Cliente_2979;iPhone 15;Acessórios;3849,1;5;2079,36;4,8;;São Paulo;Carlos
2729;2024-09-21;Cliente_2554;Notebook Dell;Acessórios;7857,96;4;7326,25;17,5;;São Paulo;Ana
2730;20-09-2024;Cliente_4647;iPhone 15;Eletrônicos;8045,04;2;13946,34;26,1;Concluída;São Paulo;Ana
2731;inválida;Cliente_7746;Notebook Dell;Acessórios;;2;10121,56;2,9;;São Paulo;Ana
2732;2024-01-23;Cliente_9720;Notebook Dell;Eletrônicos;6837,27;11;8734,22;5,2;Concluída;Belo Horizonte;Ana
2733;29/11/2024;Cliente_8176;Mouse Logitech;Acessórios;6193,95;5;6227,93;12,6;;Belo Horizonte;Carlos
2734;13-06-2024;Cliente_2335;Monitor LG;Periféricos;5729,67;10;1963,13;25,9;Concluída;Belo Horizonte;Maria
2735;12/02/2024;Cliente_9219;Mouse Logitech;Periféricos;2461,07;1;14240,92;12,3;Cancelada;Belo Horizonte;Carlos
2736;26-03-2024;Cliente_8095;Notebook Dell;Periféricos;6880,98;13;5482,14;23,1;;Porto Alegre;Maria
2737;30/09/2024;Cliente_9068;Monitor LG;Eletrônicos;466,0;dez;3528,03;5,4;Cancelada;Belo Horizonte;João
2738;inválida;Cliente_2258;Notebook Dell;Acessórios;4982,56;13;7620,9;23,1;Pendente;Curitiba;Carlos
2739;17-04-2024;Cliente_8913;Notebook Dell;Periféricos;5418,5;1;11072,08;6,7;Cancelada;Rio de Janeiro;Maria
2740;18/11/2024;Cliente_1127;iPhone 15;Periféricos;8639,1;5;5397,27;13,8;;São Paulo;Pedro
2741;2024-12-16;Cliente_9786;Monitor LG;Eletrônicos;6978,19;7;752,54;1,9;Cancelada;Rio de Janeiro;João
2742;23/02/2024;Cliente_1187;Notebook Dell;Acessórios;651,35;8;10924,66;28,1;Pendente;Belo Horizonte;Ana
2743;02-10-2024;Cliente_6098;Teclado Mecânico;Periféricos;7591,6;13;13795,25;23,7;;Curitiba;Ana
2744;10-08-2024;Cliente_3418;Notebook Dell;Periféricos;;13;2067,83;7,9;Pendente;São Paulo;Ana
2745;inválida;Cliente_4342;iPhone 15;Periféricos;5680,81;10;11055,62;4,3;Pendente;Rio de Janeiro;Carlos
2746;17/12/2024;Cliente_3669;Teclado Mecânico;Eletrônicos;5030,94;4;3584,28;1,2;Cancelada;Curitiba;João
2747;2024-01-13;Cliente_6990;Monitor LG;Periféricos;1644,12;3;12285,58;26,4;Pendente;Porto Alegre;Pedro
2748;18/06/2024;Cliente_1282;iPhone 15;Periféricos;4184,64;15;14804,39;23,4;Concluída;Curitiba;João
2749;14/02/2024;Cliente_9034;iPhone 15;Periféricos;6578,41;15;7294,06;27,9;;Porto Alegre;Carlos
2750;28/01/2024;Cliente_2661;Teclado Mecânico;Acessórios;3918,04;4;4938,32;13,5;Cancelada;São Paulo;Carlos
2751;08-05-2024;Cliente_7923;iPhone 15;Acessórios;8705,01;7;8440,6;6,3;;São Paulo;Carlos
2752;inválida;Cliente_2371;iPhone 15;Periféricos;5935,55;8;1297,86;15,9;Pendente;Rio de Janeiro;Maria
2753;2024-04-26;Cliente_3518;Notebook Dell;Periféricos;3491,61;1;10953,74;23,3;;São Paulo;Maria
2754;2024-07-27;Cliente_4604;iPhone 15;Periféricos;3773,07;6;11621,78;1,7;;Curitiba;João
2755;18-08-2024;Cliente_4400;Monitor LG;Acessórios;5759,94;4;2593,55;3,7;Concluída;São Paulo;João
2756;2024-07-26;Cliente_3301;iPhone 15;Eletrônicos;3678,95;dez;12603,89;23,2;;Curitiba;Pedro
2757;10/06/2024;Cliente_2216;Monitor LG;Acessórios;;12;11161,38;28,2;;Curitiba;Pedro
2758;18-07-2024;Cliente_4190;Notebook Dell;Acessórios;6965,78;11;3650,58;16,0;Cancelada;Belo Horizonte;Maria
2759;inválida;Cliente_5578;Monitor LG;Periféricos;1693,4;2;7193,5;21,3;Concluída;Curitiba;Carlos
2760;04-01-2024;Cliente_6783;Teclado Mecânico;Eletrônicos;5368,05;12;10970,59;4,8;;Porto Alegre;Maria
2761;12/11/2024;Cliente_3673;Notebook Dell;Periféricos;8358,94;1;2818,43;24,5;Pendente;Rio de Janeiro;Maria
2762;26/10/2024;Cliente_3208;Mouse Logitech;Eletrônicos;5026,67;6;443,67;5,6;Pendente;Curitiba;Maria
2763;24/12/2024;Cliente_1689;Mouse Logitech;Periféricos;8827,02;2;768,52;9,8;Pendente;Rio de Janeiro;Maria
2764;02-07-2024;Cliente_5344;Teclado Mecânico;Eletrônicos;1541,27;11;12061,95;18,2;Pendente;Rio de Janeiro;Ana
2765;2024-02-24;Cliente_1677;Teclado Mecânico;Periféricos;5901,36;14;1248,49;23,4;Pendente;Rio de Janeiro;Maria
2766;inválida;Cliente_1854;iPhone 15;Eletrônicos;2920,66;11;9944,41;21,5;Cancelada;São Paulo;Pedro
2767;06/11/2024;Cliente_4493;Notebook Dell;Periféricos;8108,61;6;6447,37;9,9;Concluída;São Paulo;João
2768;2024-05-24;Cliente_8831;Teclado Mecânico;Acessórios;2789,77;2;4562,6;10,9;Concluída;Rio de Janeiro;João
2769;2024-07-14;Cliente_2196;Teclado Mecânico;Periféricos;3846,72;12;10999,33;26,0;Concluída;São Paulo;Ana
2770;04/12/2024;Cliente_8719;Mouse Logitech;Acessórios;;15;13179,86;23,0;;São Paulo;Maria
2771;30/08/2024;Cliente_9126;Monitor LG;Acessórios;6725,75;4;10389,45;20,0;;Curitiba;Carlos
2772;30/09/2024;Cliente_6950;iPhone 15;Acessórios;3483,79;5;249,6;9,1;Concluída;Porto Alegre;João
2773;inválida;Cliente_9554;Mouse Logitech;Acessórios;389,41;10;12638,64;11,8;Cancelada;Curitiba;Carlos
2774;19-07-2024;Cliente_6714;iPhone 15;Eletrônicos;6306,83;1;10230,27;19,9;Cancelada;Curitiba;Maria
2775;31-05-2024;Cliente_7313;Notebook Dell;Eletrônicos;6985,73;dez;12151,57;23,1;;Rio de Janeiro;Pedro
2776;2024-03-14;Cliente_3531;Notebook Dell;Eletrônicos;6064,58;8;12602,7;10,2;Concluída;Rio de Janeiro;Maria
2777;12-12-2024;Cliente_8355;Notebook Dell;Periféricos;7620,96;12;10397,4;1,5;Pendente;Rio de Janeiro;Pedro
2778;2024-11-27;Cliente_5176;Teclado Mecânico;Periféricos;8132,76;3;10271,91;19,9;Pendente;Rio de Janeiro;Maria
2779;06-01-2024;Cliente_9862;iPhone 15;Acessórios;5657,27;9;2496,97;19,3;Pendente;São Paulo;João
2780;inválida;Cliente_1113;Teclado Mecânico;Acessórios;5000,52;15;2789,82;0,3;Pendente;São Paulo;Carlos
2781;04/03/2024;Cliente_7367;Monitor LG;Acessórios;6407,08;3;7135,17;24,9;Concluída;Curitiba;Pedro
2782;03-01-2024;Cliente_7544;Mouse Logitech;Eletrônicos;6435,47;6;12930,06;24,5;Pendente;Belo Horizonte;Ana
2783;2024-11-01;Cliente_2740;iPhone 15;Periféricos;;6;3759,74;29,0;;Curitiba;João
2784;02-10-2024;Cliente_2118;Notebook Dell;Acessórios;4944,93;11;1768,47;29,2;Pendente;São Paulo;Carlos
2785;2024-02-13;Cliente_3970;Monitor LG;Acessórios;5577,43;2;2765,86;1,2;;Belo Horizonte;João
2786;17-04-2024;Cliente_7791;Notebook Dell;Acessórios;6034,97;5;1214,9;24,5;;São Paulo;Pedro
2787;inválida;Cliente_3151;Teclado Mecânico;Acessórios;3702,2;7;1506,66;14,4;Concluída;Belo Horizonte;Maria
2788;30-07-2024;Cliente_1537;Monitor LG;Eletrônicos;7175,67;11;7286,84;15,4;;Curitiba;Pedro
2789;19/09/2024;Cliente_4760;Notebook Dell;Periféricos;4753,14;10;10603,36;25,6;Cancelada;Porto Alegre;Ana
2790;23/03/2024;Cliente_1975;Teclado Mecânico;Acessórios;8744,77;14;4103,62;14,1;Pendente;Curitiba;Maria
2791;23-04-2024;Cliente_7362;Mouse Logitech;Periféricos;2742,6;1;8034,08;14,8;;São Paulo;Ana
2792;09/05/2024;Cliente_7071;Teclado Mecânico;Acessórios;651,06;12;7628,44;6,2;Pendente;Belo Horizonte;Ana
2793;28/02/2024;Cliente_2203;iPhone 15;Periféricos;2590,33;14;3988,53;12,6;Concluída;Rio de Janeiro;João
2794;inválida;Cliente_8034;Notebook Dell;Eletrônicos;1098,74;dez;9296,5;19,0;Cancelada;São Paulo;João
2795;28-01-2024;Cliente_6210;iPhone 15;Eletrônicos;4779,95;2;5031,81;16,8;;Curitiba;Ana
2796;24-08-2024;Cliente_9034;iPhone 15;Periféricos;;15;368,65;16,1;Concluída;Rio de Janeiro;Maria
2797;08/10/2024;Cliente_2528;Monitor LG;Eletrônicos;251,78;6;7719,01;17,0;Pendente;Rio de Janeiro;João
2798;28-05-2024;Cliente_3752;Notebook Dell;Acessórios;1705,66;11;7400,35;8,4;Pendente;Rio de Janeiro;Maria
2799;2024-02-04;Cliente_2804;Monitor LG;Eletrônicos;7598,31;13;5197,48;12,3;;São Paulo;João
2800;20/02/2024;Cliente_2931;Mouse Logitech;Periféricos;2052,58;15;4225,85;9,2;;Curitiba;Ana
2801;inválida;Cliente_8071;Teclado Mecânico;Eletrônicos;6092,42;15;262,86;3,7;;Rio de Janeiro;João
2802;2024-06-18;Cliente_1787;Notebook Dell;Periféricos;5480,13;4;5668,79;9,2;Cancelada;Belo Horizonte;Pedro
2803;06-03-2024;Cliente_2039;Mouse Logitech;Acessórios;6665,74;4;3881,11;2,5;;Curitiba;Carlos
2804;01/12/2024;Cliente_9880;Teclado Mecânico;Eletrônicos;8544,83;12;6703,82;7,3;Pendente;Rio de Janeiro;Pedro
2805;2024-02-21;Cliente_2341;Monitor LG;Periféricos;3103,96;10;4131,32;20,1;Pendente;Rio de Janeiro;Carlos
2806;13/11/2024;Cliente_2989;Notebook Dell;Periféricos;2010,29;13;11605,66;22,0;Pendente;Porto Alegre;Pedro
2807;2024-04-09;Cliente_3158;Mouse Logitech;Periféricos;4713,13;10;1769,31;24,7;Pendente;Porto Alegre;Carlos
2808;inválida;Cliente_4768;Teclado Mecânico;Periféricos;4580,05;7;6902,35;13,1;Pendente;Rio de Janeiro;Ana
2809;17-06-2024;Cliente_4631;Teclado Mecânico;Eletrônicos;;15;5160,54;5,1;;São Paulo;Carlos
2810;2024-12-03;Cliente_4205;iPhone 15;Acessórios;2490,13;2;259,18;21,9;Cancelada;Rio de Janeiro;Pedro
2811;21-12-2024;Cliente_1971;Teclado Mecânico;Periféricos;6409,37;4;9891,59;10,7;Cancelada;Rio de Janeiro;João
2812;19-03-2024;Cliente_3983;Notebook Dell;Periféricos;6671,28;4;12161,83;5,7;Concluída;São Paulo;Carlos
2813;2024-10-17;Cliente_6317;Monitor LG;Acessórios;7445,34;dez;316,47;17,3;Pendente;Belo Horizonte;Carlos
2814;2024-06-10;Cliente_6851;Monitor LG;Periféricos;616,37;8;12533,19;10,5;;Porto Alegre;Ana
2815;inválida;Cliente_9322;Teclado Mecânico;Acessórios;5425,94;3;11777,71;24,0;;Belo Horizonte;Ana
2816;09/06/2024;Cliente_9115;Notebook Dell;Eletrônicos;673,24;6;5755,26;2,9;Cancelada;Curitiba;Maria
2817;23-04-2024;Cliente_3222;Teclado Mecânico;Acessórios;2922,35;4;836,36;22,0;;Belo Horizonte;Pedro
2818;2024-11-24;Cliente_1975;Monitor LG;Eletrônicos;6564,28;4;5653,15;6,3;;São Paulo;Maria
2819;2024-05-21;Cliente_8031;Mouse Logitech;Acessórios;1482,14;10;6673,95;7,8;Concluída;Porto Alegre;Pedro
2820;09-03-2024;Cliente_3468;Teclado Mecânico;Eletrônicos;818,47;8;13529,22;4,7;Cancelada;Belo Horizonte;João
2821;2024-06-18;Cliente_4623;Mouse Logitech;Periféricos;5070,84;11;9475,89;1,2;Pendente;Belo Horizonte;Ana
2822;inválida;Cliente_2884;Teclado Mecânico;Eletrônicos;;2;2121,12;0,8;;São Paulo;João
2823;2024-07-02;Cliente_5661;iPhone 15;Eletrônicos;6262,86;10;964,07;3,8;;Porto Alegre;Ana
2824;06-09-2024;Cliente_6584;iPhone 15;Periféricos;7527,41;15;587,83;8,2;;São Paulo;Ana
2825;25/02/2024;Cliente_8052;Teclado Mecânico;Eletrônicos;1513,13;14;1025,66;29,6;Pendente;Curitiba;Carlos
2826;26-11-2024;Cliente_9272;Mouse Logitech;Periféricos;6091,03;14;5816,83;15,9;;São Paulo;Maria
2827;2024-02-11;Cliente_2727;Monitor LG;Eletrônicos;8587,95;1;8148,06;21,4;Cancelada;Porto Alegre;Maria
2828;12-03-2024;Cliente_1330;Teclado Mecânico;Periféricos;4288,36;3;13345,63;18,1;Cancelada;Porto Alegre;Carlos
2829;inválida;Cliente_7339;Teclado Mecânico;Eletrônicos;7967,75;15;2850,61;28,1;Cancelada;Porto Alegre;Ana
2830;16/11/2024;Cliente_2765;Notebook Dell;Eletrônicos;4562,05;12;11360,81;18,6;Cancelada;São Paulo;Pedro
2831;08/02/2024;Cliente_7628;Teclado Mecânico;Acessórios;2656,18;15;9632,25;9,9;;Porto Alegre;João
2832;16-09-2024;Cliente_9971;Notebook Dell;Periféricos;6388,72;dez;5877,34;16,8;Concluída;Rio de Janeiro;Maria
2833;16-01-2024;Cliente_1793;iPhone 15;Periféricos;3220,43;13;4419,26;2,6;Cancelada;Belo Horizonte;Maria
2834;2024-10-23;Cliente_5721;Notebook Dell;Acessórios;2469,42;11;12811,76;28,0;Cancelada;São Paulo;Pedro
2835;29/10/2024;Cliente_6886;Mouse Logitech;Eletrônicos;;4;12575,57;13,3;Cancelada;Rio de Janeiro;Maria
