ID_Venda;Data;Cliente;Produto;Categoria;Regiao;Canal_Venda;Vendedor;Cidade;Valor_Unitario;Quantidade;Desconto_Pct;Total_Venda;Status;Nota_Cliente;Prazo_Entrega;Margem_Pct
4262;2024-08-14;CLI-62449;Monitor LG;Acessórios;Sudeste;Revendedor;Ana;São Paulo;6794,58;4;11,2;24134,35;Pendente;1,8;24;41,9
4263;04/07/2024;CLI-16059;Monitor LG;Eletrônicos;Nordeste;Loja Física;João;Porto Alegre;3596,5;8;17,0;50149,6;Pendente;3,5;2;14,2
4264;2024-12-21;CLI-30541;Teclado Mecânico;Periféricos;Nordeste;Revendedor;Pedro;Belo Horizonte;1567,21;five;5,1;17847,39;Concluída;2,5;2;15,4
4265;2024/06/15 14:30:00;CLI-39543;iPhone 15;Eletrônicos;Sudeste;Revendedor;João;Porto Alegre;;3;28,9;16266,45;Cancelada;3,9;11;
4266;2024-05-13;CLI-18158;Mouse Logitech;Eletrônicos;Nordeste;Loja Física;Carlos;Porto Alegre;8684,04;10;3,3;83974,67;Cancelada;2,2;18;31,6
4267;inválida;CLI-78507;Monitor LG;Acessórios;Sul;Loja Física;Ana;Curitiba;2163,78;15;0,7;32229,5;Pendente;3,0;24;35,7
4268;16/01/2024;CLI-98618;Mouse Logitech;Acessórios;Norte;Online;Maria;Belo Horizonte;4379,46;5;24,7;16488,67;Concluída;2,8;2;34,6
4269;07/05/2024;CLI-44931;iPhone 15;Acessórios;Sudeste;Online;Ana;Rio de Janeiro;7401,56;8;10,0;53291,23;Cancelada;1,1;13;14,7
4270;17/05/2024;CLI-12244;iPhone 15;Acessórios;Sudeste;Online;Carlos;São Paulo;1320,47;10;27,2;9613,02;Concluída;2,2;16;29,0
4271;12/08/2024;CLI-15714;Notebook Dell;Acessórios;Centro-Oeste;Televendas;Pedro;Curitiba;8143,19;10;0,8;80780,44;Pendente;;12;25,1
4272;01-07-2024;CLI-85487;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Maria;São Paulo;2348,24;1;0,5;4906,65;Cancelada;1,4;21;42,4
4273;29-08-2024;CLI-90365;Mouse Logitech;Eletrônicos;Centro-Oeste;Televendas;Maria;São Paulo;217,61;3;11,7;576,45;Cancelada;3,2;6;22,7
4274;10/02/2024;CLI-74560;Notebook Dell;Periféricos;Nordeste;Televendas;Ana;Porto Alegre;7417,22;8;7,3;55006,1;Cancelada;3,3;4;38,0
4275;2024-11-11;CLI-72512;iPhone 15;Periféricos;Nordeste;Revendedor;Carlos;Rio de Janeiro;6904,08;12;19,4;207006,41;Cancelada;2,5;25;30,6
4276;inválida;CLI-10366;iPhone 15;Eletrônicos;Norte;Online;Ana;São Paulo;7136,81;dez;8,0;6565,87;Cancelada;3,4;8;22,5
4277;11/08/2024;CLI-22852;Mouse Logitech;Eletrônicos;Sudeste;Televendas;Carlos;Porto Alegre;6228,17;1;15,0;5293,94;Pendente;3,3;27;6,0
4278;30/04/2024;CLI-21327;Teclado Mecânico;Eletrônicos;Norte;Loja Física;Ana;Belo Horizonte;;14;27,0;19773,04;Pendente;2,1;20;21,7
4279;10-11-2024;CLI-36960;Teclado Mecânico;Periféricos;Norte;Online;Carlos;Curitiba;8737,93;15;1,5;129102,92;Cancelada;3,1;4;24,3
4280;07/04/2024;CLI-21286;Mouse Logitech;Periféricos;Centro-Oeste;Loja Física;Pedro;Rio de Janeiro;5677,32;5;20,4;22595,73;Cancelada;1,9;11;44,0
4281;25/10/2024;CLI-54524;Teclado Mecânico;Acessórios;Sul;Online;Maria;Porto Alegre;616,55;10;26,5;4531,64;Pendente;1,3;27;39,5
4282;13-02-2024;CLI-14133;iPhone 15;Periféricos;Norte;Televendas;Maria;São Paulo;5521,86;11;24,7;45737,57;Cancelada;2,7;30;42,3
4283;12/04/2024;CLI-19961;Mouse Logitech;Acessórios;Sudeste;Online;Pedro;Rio de Janeiro;3121,98;3;12,7;8176,47;Concluída;4,6;12;33,3
4284;2024-01-28;CLI-50463;Mouse Logitech;Periféricos;Sul;Televendas;Carlos;São Paulo;7254,37;1;8,8;6615,99;Pendente;2,2;8;28,3
4285;inválida;CLI-86913;iPhone 15;Eletrônicos;Sul;Televendas;João;Belo Horizonte;488,05;1;27,2;355,3;Cancelada;4,9;15;16,2
4286;11-02-2024;CLI-35628;iPhone 15;Eletrônicos;Nordeste;Online;Carlos;Porto Alegre;8681,06;10;17,0;72052,8;Pendente;4,9;10;36,9
4287;2024-12-24;CLI-24348;Mouse Logitech;Periféricos;Nordeste;Loja Física;Pedro;Rio de Janeiro;4814,27;14;9,2;61199,0;Concluída;1,4;2;21,9
4288;2024-09-13;CLI-84509;Monitor LG;Acessórios;Sudeste;Televendas;João;Belo Horizonte;7844,1;11;12,4;75585,75;Pendente;2,3;4;42,3
4289;24/10/2024;CLI-89392;Monitor LG;Acessórios;Sul;Televendas;Ana;Rio de Janeiro;3142,75;15;2,4;46009,86;Concluída;4,3;14;42,7
4290;13-08-2024;CLI-75553;Mouse Logitech;Periféricos;Nordeste;Loja Física;João;Porto Alegre;6588,73;1;23,9;5014,02;Concluída;4,0;26;15,6
4291;03/01/2024;CLI-85016;iPhone 15;Eletrônicos;Centro-Oeste;Televendas;Carlos;Belo Horizonte;;2;15,9;6611,03;Cancelada;3,8;14;29,0
4292;2024-09-17;CLI-88693;Notebook Dell;Periféricos;Centro-Oeste;Loja Física;Ana;Curitiba;5991,63;4;17,0;19892,21;Pendente;1,3;22;15,2
4293;27-04-2024;CLI-56587;iPhone 15;Eletrônicos;Nordeste;Televendas;João;São Paulo;2016,28;12.0;8,6;18428,8;Concluída;3,0;17;25,1
4294;15-Jun-2024;CLI-47559;Monitor LG;Eletrônicos;Norte;Revendedor;Maria;Porto Alegre;6461,59;13;19,1;67956,54;;1,9;30;15,0
4295;2024-10-22;CLI-60015;Mouse Logitech;Periféricos;Nordeste;Revendedor;Ana;Curitiba;4545,41;dez;27,0;36499,64;Cancelada;4,1;11;29,2
4296;08/10/2024;CLI-12493;Mouse Logitech;Eletrônicos;Sudeste;Televendas;Maria;Curitiba;140,24;8;26,1;829,1;Concluída;2,6;6;29,4
4297;2024-01-10;CLI-53025;Teclado Mecânico;Eletrônicos;Norte;Online;Pedro;Belo Horizonte;361,85;13;29,9;3297,54;Cancelada;4,6;1;19,3
4298;2024-11-05;CLI-93876;Mouse Logitech;Acessórios;Norte;Revendedor;Maria;Curitiba;8541,35;5;11,8;37667,35;Pendente;1,5;9;27,9
4299;09/09/2024;CLI-17671;Monitor LG;Periféricos;Sudeste;Revendedor;Carlos;Belo Horizonte;1075,25;4;7,9;3961,22;Cancelada;3,8;8;28,5
4300;04/09/2024;CLI-94156;Monitor LG;Eletrônicos;Norte;Loja Física;Maria;Rio de Janeiro;3299,3;5;29,5;11630,03;Pendente;3,7;14;16,4
4301;2024-08-30;CLI-57282;Notebook Dell;Acessórios;Sudeste;Online;Maria;Belo Horizonte;4449,56;9;13,1;34800,01;Pendente;3,9;8;41,7
4302;21/08/2024;CLI-68037;Teclado Mecânico;Acessórios;Norte;Loja Física;João;Curitiba;3443,96;2;1,9;6757,05;Concluída;4,8;11;28,4
4303;inválida;CLI-24573;Teclado Mecânico;Acessórios;Norte;Televendas;João;Curitiba;3600,35;11;24,8;29782,1;Cancelada;2,3;24;8,7
4304;08-02-2024;CLI-15095;Notebook Dell;Acessórios;Nordeste;Revendedor;Ana;São Paulo;;2;16,8;5324,55;Pendente;3,1;11;7,3
4305;11-07-2024;CLI-30448;Mouse Logitech;Periféricos;Sul;Loja Física;Carlos;Rio de Janeiro;1773,78;2;20,0;2838,05;Concluída;4,6;3;41,6
4306;2024/06/15 14:30:00;CLI-46558;Mouse Logitech;Acessórios;Nordeste;Revendedor;Pedro;Porto Alegre;8844,3;3;9,5;24012,27;Pendente;1,4;15;
4307;2024-03-16;CLI-34378;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Ana;Rio de Janeiro;1471,8;2;14,7;2510,89;Cancelada;4,0;14;38,7
4308;30-01-2024;CLI-32960;Mouse Logitech;Periféricos;Nordeste;Televendas;Carlos;São Paulo;3053,65;15;6,0;43056,46;Concluída;4,8;7;29,2
4309;16/09/2024;CLI-68450;iPhone 15;Eletrônicos;Centro-Oeste;Revendedor;Maria;Curitiba;3978,03;1;0,8;3946,21;Cancelada;1,0;30;43,2
4310;01/04/2024;CLI-61140;Notebook Dell;Periféricos;Nordeste;Loja Física;João;Curitiba;5291,1;14;25,1;55482,47;Pendente;1,8;12;26,8
4311;15/12/2024;CLI-97534;Teclado Mecânico;Periféricos;Sul;Televendas;Carlos;Porto Alegre;7469,86;6;18,7;36437,98;Concluída;2,7;11;29,9
4312;inválida;CLI-59320;Teclado Mecânico;Acessórios;Sudeste;Televendas;Ana;Curitiba;4515,54;9;2,0;39827,06;Pendente;2,8;13;43,3
4313;20/05/2024;CLI-21046;Mouse Logitech;Eletrônicos;Norte;Televendas;Ana;São Paulo;817,39;5;21,1;3224,6;Concluída;4,9;7;5,3
4314;10/12/2024;CLI-43912;iPhone 15;Eletrônicos;Sul;Revendedor;Pedro;Belo Horizonte;374,81;dez;14,2;3859,04;Concluída;4,8;18;19,5
4315;2024-04-09;CLI-86486;iPhone 15;Acessórios;Nordeste;Loja Física;Pedro;Curitiba;903,19;10;27,4;6557,16;Pendente;3,4;20;13,9
4316;29/09/2024;CLI-18794;Teclado Mecânico;Periféricos;Norte;Televendas;João;Porto Alegre;5105,02;11;2,0;55032,12;Pendente;4,4;18;39,8
4317;2024-04-17;CLI-27182;Mouse Logitech;Periféricos;Sudeste;Online;Ana;Curitiba;;3;7,8;10524,08;Pendente;2,1;5;21,4
4318;09-09-2024;CLI-97330;Notebook Dell;Acessórios;Sul;Televendas;Pedro;Porto Alegre;5337,33;5;2,2;26099,54;Concluída;4,7;25;25,7
4319;2024-06-07;CLI-23914;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Carlos;Curitiba;4926,38;14;23,2;52968,44;Pendente;4,0;25;14,3
4320;2024-03-06;CLI-20168;Teclado Mecânico;Acessórios;Nordeste;Loja Física;Maria;São Paulo;1077,68;2;4,9;2049,75;Pendente;2,5;21;16,8
4321;inválida;CLI-96099;Mouse Logitech;Acessórios;Nordeste;Revendedor;Pedro;Rio de Janeiro;3015,63;8;4,9;22942,91;Cancelada;3,3;5;19,0
4322;12/12/2024;CLI-84963;Teclado Mecânico;Periféricos;Nordeste;Online;Maria;Belo Horizonte;6207,58;five;4,2;65415,48;Pendente;4,7;15;42,5
4323;2024-04-15;CLI-34410;iPhone 15;Periféricos;Norte;Televendas;João;Curitiba;3544,64;5;16,1;14869,76;Pendente;4,3;17;13,8
4324;30/05/2024;CLI-85943;iPhone 15;Periféricos;Sul;Loja Física;Carlos;Porto Alegre;1941,53;14;1,9;26664,97;Cancelada;2,5;28;40,8
4325;01/06/2024;CLI-84495;Notebook Dell;Periféricos;Norte;Revendedor;Pedro;Curitiba;1811,05;14;24,6;19117,44;Cancelada;2,2;4;15,0
4326;2024-01-22;CLI-55150;iPhone 15;Eletrônicos;Nordeste;Televendas;Ana;Belo Horizonte;7761,44;6;4,9;44286,78;Concluída;4,3;27;32,8
4327;23-11-2024;CLI-34459;Monitor LG;Periféricos;Norte;Online;Maria;Belo Horizonte;6572,53;12;20,6;62623,07;Pendente;4,7;5;44,0
4328;24/08/2024;CLI-95107;Monitor LG;Periféricos;Norte;Televendas;Maria;Curitiba;3611,78;4;0,9;14317,1;Cancelada;4,0;23;6,8
4329;22-07-2024;CLI-57560;Notebook Dell;Eletrônicos;Centro-Oeste;Online;João;Belo Horizonte;890,59;12;7,9;9842,8;Pendente;4,6;23;39,3
4330;inválida;CLI-64432;Monitor LG;Acessórios;Sul;Revendedor;Pedro;Belo Horizonte;;12.0;25,8;50063,51;Cancelada;3,3;17;8,8
4331;10-04-2024;CLI-82070;Mouse Logitech;Eletrônicos;Centro-Oeste;Revendedor;Carlos;Curitiba;1931,56;2;12,2;3391,82;Pendente;4,9;24;13,7
4332;2024-06-29;CLI-62123;Teclado Mecânico;Eletrônicos;Sudeste;Online;Ana;Rio de Janeiro;5709,07;3;16,6;14284,09;Cancelada;;8;40,4
4333;05-05-2024;CLI-59232;iPhone 15;Acessórios;Sudeste;Loja Física;João;Curitiba;3049,54;dez;10,2;21907,9;Pendente;2,4;23;35,0
4334;2024-01-02;CLI-60573;Notebook Dell;Eletrônicos;Nordeste;Online;Ana;Rio de Janeiro;6109,88;9;18,8;44651,0;Concluída;4,6;15;24,1
4335;05-03-2024;CLI-29450;iPhone 15;Periféricos;Nordeste;Loja Física;Pedro;Curitiba;8755,58;2;1,9;17178,45;Cancelada;4,0;18;37,7
4336;2024-11-01;CLI-21417;Teclado Mecânico;Eletrônicos;Nordeste;Televendas;João;São Paulo;7351,35;9;11,1;58818,15;Pendente;2,2;19;34,1
4337;01/08/2024;CLI-16168;Notebook Dell;Periféricos;Centro-Oeste;Loja Física;Pedro;Belo Horizonte;5865,45;14;1,0;81295,14;Pendente;3,5;22;8,6
4338;2024-09-26;CLI-54499;Teclado Mecânico;Periféricos;Norte;Televendas;Carlos;Rio de Janeiro;2785,61;12;25,3;24970,21;Concluída;4,5;2;14,8
4339;inválida;CLI-28579;Mouse Logitech;Eletrônicos;Nordeste;Revendedor;João;São Paulo;6203,75;12;19,7;59779,34;Concluída;4,3;24;9,5
4340;27-09-2024;CLI-13272;iPhone 15;Acessórios;Nordeste;Revendedor;Maria;Porto Alegre;6252,94;13;25,2;60803,59;Pendente;3,6;25;25,1
4341;24/11/2024;CLI-55650;Notebook Dell;Acessórios;Nordeste;Online;João;Rio de Janeiro;1554,7;4;19,1;5031,01;Concluída;2,5;11;5,6
4342;2024-06-04;CLI-50950;Notebook Dell;Acessórios;Sudeste;Loja Física;Maria;São Paulo;3506,61;13;15,6;38474,52;Concluída;1,2;24;5,9
4343;2024-08-15;CLI-27313;Teclado Mecânico;Acessórios;Sudeste;Televendas;Ana;Belo Horizonte;;14;4,7;89883,99;Concluída;3,1;8;41,6
4344;09/03/2024;CLI-88742;iPhone 15;Periféricos;Norte;Online;João;São Paulo;5923,67;3;25,9;13168,32;Concluída;2,2;25;23,1
4345;26-06-2024;CLI-51706;Monitor LG;Eletrônicos;Nordeste;Online;Pedro;Belo Horizonte;6643,59;13;7,5;79889,17;Concluída;4,4;6;39,4
4346;2024-05-31;CLI-37872;Monitor LG;Acessórios;Norte;Loja Física;João;Curitiba;3944,37;10;15,3;33408,81;Concluída;2,7;22;24,8
4347;15-Jun-2024;CLI-17874;Mouse Logitech;Acessórios;Sul;Revendedor;Pedro;São Paulo;3775,7;1;16,3;3160,26;;4,1;12;
4348;inválida;CLI-82857;iPhone 15;Acessórios;Norte;Revendedor;Pedro;Curitiba;8171,82;7;26,2;42215,62;Concluída;4,2;3;15,4
4349;08/01/2024;CLI-81242;iPhone 15;Eletrônicos;Sul;Loja Física;João;São Paulo;1116,26;14;27,8;11283,16;Cancelada;2,8;29;22,7
4350;25-02-2024;CLI-76714;Mouse Logitech;Acessórios;Nordeste;Loja Física;Pedro;São Paulo;7425,2;2;24,6;11197,2;Pendente;3,5;9;40,6
4351;22/04/2024;CLI-63735;Teclado Mecânico;Periféricos;Norte;Revendedor;Maria;Rio de Janeiro;4463,09;five;29,1;28478,98;Pendente;3,1;2;39,7
4352;10-05-2024;CLI-49781;Monitor LG;Acessórios;Sudeste;Loja Física;Ana;Porto Alegre;5104,29;dez;17,2;29584,46;Cancelada;2,6;16;40,0
4353;10/09/2024;CLI-25774;Mouse Logitech;Periféricos;Sudeste;Televendas;Ana;Belo Horizonte;919,64;2;0,5;1830,08;Cancelada;1,3;29;12,8
4354;2024-09-21;CLI-83834;Teclado Mecânico;Periféricos;Sul;Online;João;Curitiba;7786,15;11;7,2;79481,02;Concluída;3,8;17;39,9
4355;14-01-2024;CLI-56756;Monitor LG;Acessórios;Sul;Online;Maria;Curitiba;4431,79;9;23,2;73518,07;Cancelada;5,0;14;38,2
4356;2024-05-09;CLI-21287;Mouse Logitech;Periféricos;Centro-Oeste;Online;Pedro;Belo Horizonte;;3;26,8;11467,27;Pendente;4,5;16;36,1
4357;inválida;CLI-40918;Teclado Mecânico;Acessórios;Centro-Oeste;Online;Carlos;São Paulo;4325,96;1;10,4;3876,06;Cancelada;4,7;7;45,0
4358;29-09-2024;CLI-25726;Monitor LG;Acessórios;Sudeste;Televendas;Maria;Rio de Janeiro;760,6;15;23,7;8705,07;Pendente;1,0;18;42,3
4359;04-10-2024;CLI-13240;Notebook Dell;Periféricos;Norte;Online;Carlos;Curitiba;1634,34;8;23,2;10041,38;Cancelada;2,4;8;9,6
4360;2024-09-12;CLI-41675;Monitor LG;Periféricos;Norte;Televendas;Carlos;Rio de Janeiro;4907,13;14;12,5;60112,34;Concluída;1,1;19;39,0
4361;2024-05-30;CLI-71692;Notebook Dell;Eletrônicos;Centro-Oeste;Televendas;João;Porto Alegre;3336,14;8;5,7;25167,84;Pendente;2,0;1;40,8
4362;19/05/2024;CLI-24707;Monitor LG;Periféricos;Sul;Televendas;Maria;São Paulo;2419,59;12;28,4;20789,12;Pendente;2,1;2;10,0
4363;2024-07-06;CLI-12082;Mouse Logitech;Eletrônicos;Nordeste;Revendedor;Pedro;São Paulo;4111,78;6;28,8;17565,52;Cancelada;2,4;15;39,1
4364;24/09/2024;CLI-77167;Monitor LG;Periféricos;Norte;Revendedor;João;São Paulo;5075,24;11;1,2;55157,71;Pendente;1,9;2;44,1
4365;11-10-2024;CLI-47317;Monitor LG;Acessórios;Nordeste;Online;Pedro;Rio de Janeiro;2390,75;2;18,8;3882,58;Pendente;4,1;24;22,0
4366;inválida;CLI-36432;Mouse Logitech;Periféricos;Norte;Revendedor;Ana;São Paulo;2716,78;6;11,0;14507,61;Concluída;4,0;29;24,8
4367;2024-02-14;CLI-32138;iPhone 15;Periféricos;Sudeste;Online;João;Rio de Janeiro;1420,19;12.0;6,3;2661,44;Concluída;4,7;21;44,6
4368;2024-03-19;CLI-55543;Monitor LG;Acessórios;Sudeste;Televendas;Maria;São Paulo;3476,37;9;6,6;29222,37;Cancelada;2,3;15;31,5
4369;2024-06-01;CLI-51258;Mouse Logitech;Eletrônicos;Sul;Televendas;Maria;Belo Horizonte;;2;2,4;13833,3;Pendente;2,1;28;41,7
4370;25-09-2024;CLI-28651;iPhone 15;Eletrônicos;Centro-Oeste;Loja Física;Carlos;Rio de Janeiro;7572,03;4;17,9;24866,55;Cancelada;2,8;30;13,1
4371;25-07-2024;CLI-68533;Monitor LG;Eletrônicos;Nordeste;Televendas;João;Belo Horizonte;6380,24;dez;17,8;77094,99;Cancelada;4,7;24;26,7
4372;10/08/2024;CLI-69488;Monitor LG;Eletrônicos;Norte;Revendedor;Maria;São Paulo;7816,02;11;9,5;77808,48;Concluída;2,1;1;9,0
4373;28-03-2024;CLI-85910;Notebook Dell;Acessórios;Sul;Televendas;João;Belo Horizonte;3629,13;7;18,9;20602,57;Cancelada;1,5;24;17,7
4374;2024-08-02;CLI-56707;Teclado Mecânico;Eletrônicos;Norte;Televendas;Ana;São Paulo;6522,12;10;7,7;60199,17;Concluída;4,3;6;31,0
4375;inválida;CLI-13988;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Carlos;Belo Horizonte;2038,99;6;2,8;11891,39;Cancelada;4,8;27;19,0
4376;14-10-2024;CLI-35438;Notebook Dell;Eletrônicos;Centro-Oeste;Online;João;São Paulo;3655,74;9;28,2;23623,39;Pendente;1,0;13;20,2
4377;2024-01-16;CLI-71409;Monitor LG;Eletrônicos;Norte;Loja Física;Carlos;Rio de Janeiro;4658,49;4;28,7;31886,42;Concluída;1,1;17;13,4
4378;2024-08-23;CLI-97855;Monitor LG;Periféricos;Norte;Loja Física;Pedro;Porto Alegre;5605,95;14;15,0;66710,81;Concluída;3,1;28;13,1
4379;10/10/2024;CLI-90659;Mouse Logitech;Acessórios;Nordeste;Loja Física;João;São Paulo;8100,88;11;19,3;71911,51;Concluída;4,6;13;23,6
4380;13-08-2024;CLI-99140;Teclado Mecânico;Periféricos;Sul;Revendedor;Carlos;São Paulo;4980,65;five;15,7;41986,88;Pendente;3,3;25;10,9
4381;2024-07-01;CLI-44466;Notebook Dell;Eletrônicos;Sudeste;Revendedor;Maria;Curitiba;292,94;13;7,2;3534,03;Pendente;2,1;16;27,4
4382;10/08/2024;CLI-66434;Mouse Logitech;Acessórios;Sul;Revendedor;Ana;Curitiba;;3;5,2;4900,89;Concluída;1,9;4;9,8
4383;03/06/2024;CLI-32037;iPhone 15;Acessórios;Sudeste;Loja Física;Maria;Porto Alegre;2577,87;15;17,7;31823,81;Concluída;2,3;29;41,9
4384;inválida;CLI-26838;Notebook Dell;Acessórios;Nordeste;Televendas;João;São Paulo;8455,82;15;9,1;115295,11;Cancelada;2,4;25;24,7
4385;2024-06-12;CLI-56344;Monitor LG;Acessórios;Centro-Oeste;Televendas;Maria;Curitiba;2404,23;11;28,3;18962,16;Cancelada;3,8;23;18,0
4386;15/09/2024;CLI-88643;Mouse Logitech;Eletrônicos;Nordeste;Revendedor;Pedro;Porto Alegre;5940,53;4;8,7;21694,82;Concluída;3,1;9;14,7
4387;18-01-2024;CLI-21244;Monitor LG;Acessórios;Norte;Loja Física;Pedro;Rio de Janeiro;8519,08;15;11,9;270191,14;Cancelada;2,5;8;9,3
4388;2024/06/15 14:30:00;CLI-15493;Monitor LG;Acessórios;Sudeste;Loja Física;Ana;Porto Alegre;2179,7;11;2,6;23353,31;Concluída;4,4;15;
4389;12/12/2024;CLI-92202;iPhone 15;Acessórios;Centro-Oeste;Loja Física;Maria;Belo Horizonte;2113,23;13;14,1;23598,44;Pendente;2,7;14;14,0
4390;02/03/2024;CLI-79228;Notebook Dell;Eletrônicos;Norte;Televendas;Ana;Curitiba;1928,1;dez;12,0;18664,01;Cancelada;4,8;6;6,0
4391;2024-10-16;CLI-78064;Teclado Mecânico;Acessórios;Sul;Online;Carlos;Porto Alegre;4199,17;13;10,6;48802,75;Cancelada;1,5;21;24,7
4392;09/09/2024;CLI-92028;Monitor LG;Eletrônicos;Centro-Oeste;Loja Física;Ana;Rio de Janeiro;2240,75;10;8,7;20458,05;Cancelada;2,9;1;29,2
4393;inválida;CLI-90957;Teclado Mecânico;Acessórios;Norte;Online;Pedro;Rio de Janeiro;120,8;8;23,4;740,26;Cancelada;;28;40,9
4394;2024-11-06;CLI-37410;Monitor LG;Periféricos;Sudeste;Televendas;Carlos;São Paulo;7539,75;2;23,3;11565,98;Concluída;3,5;15;27,2
4395;13-06-2024;CLI-19616;Teclado Mecânico;Periféricos;Sudeste;Online;Carlos;Rio de Janeiro;;15;27,2;37625,52;Concluída;2,6;12;23,0
4396;2024-08-19;CLI-73289;Mouse Logitech;Acessórios;Sul;Online;Ana;Porto Alegre;6032,07;13;14,3;67203,29;Cancelada;2,2;10;16,1
4397;06/12/2024;CLI-99892;Teclado Mecânico;Eletrônicos;Nordeste;Loja Física;João;São Paulo;2611,02;13;7,0;31567,23;Cancelada;1,3;30;39,0
4398;17/12/2024;CLI-21036;Monitor LG;Acessórios;Sudeste;Loja Física;Ana;Rio de Janeiro;7298,86;9;12,1;57741,28;Concluída;3,7;26;37,4
4399;04/01/2024;CLI-83734;Mouse Logitech;Acessórios;Norte;Televendas;João;Rio de Janeiro;2956,23;4;1,1;11694,85;Pendente;4,2;22;23,3
4400;15-Jun-2024;CLI-69960;Mouse Logitech;Periféricos;Norte;Revendedor;Pedro;São Paulo;679,6;7;28,5;3401,4;;2,1;21;26,7
4401;24-08-2024;CLI-15238;Notebook Dell;Acessórios;Sudeste;Loja Física;Carlos;Porto Alegre;8555,82;5;27,9;30843,73;Cancelada;1,9;5;5,8
4402;inválida;CLI-80721;Monitor LG;Eletrônicos;Sudeste;Loja Física;João;Porto Alegre;2826,54;15;24,9;31840,97;Concluída;1,2;1;29,9
4403;07/02/2024;CLI-56257;Notebook Dell;Periféricos;Centro-Oeste;Televendas;João;Porto Alegre;1397,28;7;23,3;7502,0;Pendente;2,4;6;5,4
4404;2024-05-11;CLI-39950;Monitor LG;Periféricos;Sudeste;Televendas;João;Curitiba;2572,9;12.0;2,7;7510,3;Concluída;1,2;23;13,4
4405;2024-02-23;CLI-87221;iPhone 15;Periféricos;Sudeste;Loja Física;Pedro;Curitiba;8153,85;15;11,8;107875,44;Cancelada;1,7;2;37,2
4406;07-03-2024;CLI-33506;Teclado Mecânico;Periféricos;Nordeste;Online;Carlos;Curitiba;7349,3;12;11,2;78314,14;Concluída;2,6;11;27,3
4407;2024-11-27;CLI-33410;Mouse Logitech;Eletrônicos;Sul;Online;Pedro;Curitiba;3236,88;8;24,4;19576,65;Cancelada;1,5;8;37,5
4408;31-07-2024;CLI-74608;Monitor LG;Acessórios;Sudeste;Online;Pedro;São Paulo;;15;2,1;247945,24;Concluída;2,1;29;37,6
4409;08/05/2024;CLI-99877;iPhone 15;Eletrônicos;Nordeste;Online;Pedro;Curitiba;5782,66;five;4,6;60683,23;Pendente;1,9;29;24,1
4410;04-06-2024;CLI-88602;iPhone 15;Eletrônicos;Centro-Oeste;Loja Física;João;Porto Alegre;191,61;4;16,9;636,91;Cancelada;1,6;12;31,6
4411;inválida;CLI-70782;iPhone 15;Acessórios;Sudeste;Revendedor;Ana;São Paulo;1121,29;12;0,7;13361,29;Pendente;2,7;6;11,0
4412;2024-11-21;CLI-18686;Monitor LG;Eletrônicos;Nordeste;Loja Física;Ana;Belo Horizonte;3501,03;3;27,1;7656,75;Pendente;1,0;16;29,8
4413;27-04-2024;CLI-45741;Teclado Mecânico;Periféricos;Nordeste;Loja Física;João;Curitiba;4466,76;1;9,8;4029,02;Pendente;2,1;11;19,9
4414;12/07/2024;CLI-55972;Teclado Mecânico;Eletrônicos;Sul;Loja Física;Maria;Rio de Janeiro;2465,29;6;18,9;11996,1;Concluída;3,1;14;5,6
4415;24/05/2024;CLI-10506;iPhone 15;Eletrônicos;Sul;Online;João;Porto Alegre;842,8;10;7,7;7779,04;Pendente;3,4;28;17,4
4416;19/04/2024;CLI-23968;Teclado Mecânico;Periféricos;Centro-Oeste;Online;Maria;Rio de Janeiro;6508,84;8;26,0;38532,33;Concluída;4,4;28;28,6
4417;2024-02-21;CLI-42209;Notebook Dell;Acessórios;Centro-Oeste;Revendedor;Maria;Porto Alegre;8757,57;3;12,8;22909,8;Pendente;4,6;12;13,9
4418;2024-07-30;CLI-34549;Teclado Mecânico;Periféricos;Sudeste;Televendas;Ana;Curitiba;4429,5;15;11,8;58602,29;Concluída;2,9;23;10,1
4419;2024-08-11;CLI-64588;Monitor LG;Acessórios;Centro-Oeste;Online;Pedro;Rio de Janeiro;7718,64;5;27,9;27825,7;Cancelada;3,7;2;13,7
4420;inválida;CLI-39471;Mouse Logitech;Acessórios;Nordeste;Televendas;Carlos;Porto Alegre;4581,04;1;16,8;3811,43;Pendente;2,4;6;20,8
4421;2024-01-25;CLI-48006;Teclado Mecânico;Periféricos;Centro-Oeste;Online;Carlos;Porto Alegre;;4;18,7;2162,78;Pendente;2,2;18;40,1
4422;19-12-2024;CLI-99399;Mouse Logitech;Periféricos;Sudeste;Online;Maria;Rio de Janeiro;5057,39;4;29,7;14221,38;Concluída;4,4;11;12,0
4423;2024-06-04;CLI-91652;Notebook Dell;Periféricos;Sul;Loja Física;Carlos;Curitiba;7113,51;2;25,3;10627,58;Concluída;3,4;1;31,4
4424;04/02/2024;CLI-14777;iPhone 15;Acessórios;Nordeste;Televendas;Pedro;Rio de Janeiro;611,4;14;13,3;7421,17;Cancelada;1,3;14;34,9
